商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
容声电热水器 扁桶储水式家用洗澡双胆加热变频恒温速热扁形出租房浴室大容量 40升【2000W】+智能触控,799,2000+,,,https://item.jd.com/10041921751056.html,(2300+),0,0,99%
美菱（MeiLing） 即热式电热水器快速热热水器家用热水宝快速加热恒温小厨宝 3.5KW-白色定频-漏保插头,229,200+,,满179-20,https://item.jd.com/10064814583095.html,(100+),0,0,99%
希尔史密斯储水式电热水器电家用卫生间速热恒温租房小型热水器洗澡淋浴超薄2kw DSZF-40 50升双胆出水断电款,799,1000+,,自营,https://item.jd.com/100045119471.html,(400+),-5,-5,96%
海尔（Haier）小厨宝电热水器6.6升厨宝热水宝家用上出水厨房热水器速热储水式厨宝上出水,479,5000+,,自营,https://item.jd.com/100040556282.html,(1100+),-5,-5,99%
海尔（Haier）燃气热水器13升家用变频恒温智能变升防冻节能速热富氧蓝焰低压启动强排式天然气ZDS,949,500+,,自营,https://item.jd.com/100051891985.html,(200+),0,0,99%
【店长推荐】美的燃气热水器 变频恒温智能家电 低噪运行热水器天然气防CO泄漏家用安全强排式HWF系列 JSQ22-12HWF【12升】 天然气,949,1000+,,"京东物流,免邮,每满939-201",https://item.jd.com/10020293141242.html,(700+),-3,-3,98%
希尔史密斯电热水器 家用40升L储水式 2000W双重防护卫生间出租房速热洗澡淋浴机T86,548,1万+,,"自营,厂商配送",https://item.jd.com/100035426357.html,(4100+),(40+),(40+),96%
万和JSQ22-11N7-12T(天然气) 燃气热水器 智能恒温 立体防冻 无极变升,1499,200+,,自营,https://item.jd.com/100034865741.html,(100+),0,0,100%
凯奇史密斯热水器电热水器家用洗澡3200W扁桶速热一级能效 50升 32WB11,958,200+,,自营,https://item.jd.com/100040596346.html,(100+),-1,-1,96%
万家乐燃气热水器6升7升8升10升洗澡煤气天然气液化气强排式低水压即热式出租房仙企 6升电池款+铜水箱（不包安装） 液化石油气（罐装煤气）,263,1,,,https://item.jd.com/10067399969471.html,-1,0,0,100%
惠普好太太热水器家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 高配50升数显款+机械旋钮+三档调节+出水断电 上门安装（全,438,500+,,满300-30,https://item.jd.com/10067132773118.html,(50+),-1,-1,84%
迈能（GMO）家用3kW立式储水式电热水器100升大容量商用电热水器 一价无忧 ES100F-C3M1G 企业采购,1799,71,,自营,https://item.jd.com/100021878355.html,(30+),0,0,100%
海轩好太太电热水器 2000W速热100升家用储水式出租房大水量节能省电 双旋钮数显+双防电墙安防 DX-S37B-100L,588,100+,,"自营,厂商配送",https://item.jd.com/100040246554.html,(30+),-1,-1,97%
美的燃气热水器天然气恒温家用速热变频节能开机自检上门安装RS2同款KS2系列 4人以上【16升】玄武灰,1299,2,,"自营,赠",https://item.jd.com/10066349785732.html,-1,0,0,100%
箭牌燃气热水器天然气家用平衡式即热式强排恒温零冷水洗澡淋浴 16升零冷水天然气款 自行安装,1399,19,,自营,https://item.jd.com/100043002969.html,-6,0,0,100%
志高（CHIGO）燃气热水器家用天然气智能恒温三档变升节能省气低水压启动机械防冻多重防护速热水气双调 13升|智能恒温|水气双调|天然气|上门安装,1299,2000+,,京东物流,https://item.jd.com/10060663596429.html,(700+),-2,-2,99%
四季沐歌（MICOE）燃气热水器液化气家用变频恒温智能变升水气双调平衡机 【12升室内安装防CO泄露-液化气-3款】,1498,1000+,,满1400-400,https://item.jd.com/10036065967239.html,(300+),-7,-7,92%
樱花雪（YINGHUAXUE） 樱花雪热水器电家用储水式卫生间出租房60升80升100L扁桶速热洗澡 40升圆桶数显+高配+出水断_防电墙+安全巡航,257,10,,,https://item.jd.com/10065880727732.html,-1,0,0,100%
希尔史密斯储水式电热水器电家用卫生间速热恒温租房小型洗澡淋浴超薄2000w DSZF-40 60升双胆数显旋钮款,758,1000+,,"自营,厂商配送",https://item.jd.com/100045145787.html,(400+),-5,-5,96%
KKTV康佳电热水器家用洗澡卫生间出水断电速热安全节能省电出租房洗澡储水式 圆桶数显款2200W+机械旋钮+三挡调节+自行安装 40升（1人）,519,2万+,,满500-230,https://item.jd.com/10063612612459.html,(200+),-2,-2,96%
美的热水器 储水式电热水器电 家用卫生间2000W速热ECO节能省电 安全防护智能数显 X0系列 【40升适用1-2人】F4020-X0(H),699,100+,,自营,https://item.jd.com/10058595467677.html,(50+),0,0,94%
左图右史密斯热水器家用速热储水式超薄扁桶电热水器60升大容量3000W电脑遥控一级能效DSZF-60B01,919,19,,自营,https://item.jd.com/100051597691.html,-2,0,0,100%
新飞（Frestech）即热式电热水器电家用速热洗澡器小型淋浴加热宝免储水即开即热恒温洗澡机无须储水 玫瑰金冲量款【6000W+配件礼包】,209,1万+,,,https://item.jd.com/50109594344.html,(2300+),(50+),(50+),94%
容声燃气热水器家用洗澡厨房阳台强排式智能变频水气双调四季恒温卫生间大水量煤气多款 12L【液化气20Y】一厨一卫,639,1万+,,"京东物流,免邮,满639-40",https://item.jd.com/10041321605119.html,(1万+),-7,-7,99%
希尔史密斯即热式电热水器家用速热恒温卫生间洗澡免储水小型迷你过水热淋浴8500w SL-A5-85黑色铸铝上门安装,658,5000+,,"自营,厂商配送",https://item.jd.com/100045145789.html,(2400+),-6,-6,98%
林内（Rinnai）13升经典款燃气热水器 恒温节能 家用强排式 低水压启动 01系列 13QD01 13升天然气,2274,200+,,,https://item.jd.com/10049198895022.html,(100+),0,0,100%
左图右史密斯（L.R.HTOMS）热水器家用速热2000W储水式电热水器80升一级能效上门安装DSZF-80B,799,19,,自营,https://item.jd.com/100041590032.html,-2,0,0,100%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 高配电脑款2000W+远程遥控+预约定时+上门安装 50升(2人),669,5万+,,京东物流,https://item.jd.com/10046207226757.html,(1.4万+),(100+),(100+),98%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 豪配电脑款2200W+远程遥控+出水断电+上门安装 40升(1人),659,5万+,,京东物流,https://item.jd.com/10046207226753.html,(1.4万+),(100+),(100+),98%
拍拍【95新】AO史密斯佳尼特KB 热水器60升80升电热水器 家用卫生间 抑菌速热 CTE-60KB-C 外观瑕疵，询客服看图,1531,57,,,https://item.jd.com/10066893864009.html,(1.4万+),(100+),(100+),98%
希尔史密斯储水式电热水器电家用卫生间速热恒温租房小型洗澡淋浴超薄2000w DSZF-40 40升双胆数显旋钮款,568,1000+,,"自营,厂商配送",https://item.jd.com/100045119475.html,(400+),-5,-5,96%
【包安装】燃气热水器8 L到16 L家用天然气液 化气煤气零冷水洗澡恒温热水器防冷冻安全美的 10L金色【智能恒温式】【夏 新系列】 液化气,598,100+,,赠,https://item.jd.com/10067317200837.html,(100+),-1,-1,98%
凯奇史密斯扁桶热水器50升电热水器家用卫生间洗澡储水式扁桶双胆速热B28,698,200+,,自营,https://item.jd.com/100040556246.html,(80+),-1,-1,94%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 标配数显款2000W+机械旋钮+出水断电+上门安装 60升(3人),729,5万+,,京东物流,https://item.jd.com/10046207226761.html,(1.4万+),(100+),(100+),98%
海尔（Haier）热水器速热电热水器60升家用储水式热水器一级能效速热恒温节能高温专利防电墙EC6001-PR3,1149,25,,自营,https://item.jd.com/100051627337.html,-9,0,0,81%
希尔史密斯16升燃气热水器 强排式家用煤气液化气热水器 智能变频恒温热水器一级能效水气双调 JSQ30-16L,1199,2000+,,自营,https://item.jd.com/100043711631.html,(1000+),-5,-5,98%
希尔史密斯即热式电热水器家用速热恒温卫生间洗澡免储水小型迷你过水热淋浴8500w SL-A5-85黑色铸铝自行安装,608,5000+,,"自营,厂商配送",https://item.jd.com/100045119495.html,(2400+),-6,-6,98%
箭牌即热式热水器速热理发美发店洗头床专用烧水器发廊直热恒温小型迷你洗头6kw 拉丝白铸铝 自行安装,738,0,,自营,https://item.jd.com/100043003047.html,0,0,0,100%
海尔（Haier）电热水器60升3000W速热4倍增容大水量一级能效防漏电专利防电墙海尔出品储水式ES10U 【升级】WIFI智控+海尔统帅60升-PK3,1299,100+,,满1200-300,https://item.jd.com/10051855372419.html,(50+),0,0,100%
美的出品燃气热水器强排式12升 六重防护 热水器智能变频恒温安全节能省气水气双调天然气液化气可选L1 JSQ22-L1(12升液化气),899,100+,,"京东物流,免邮,每满890-70",https://item.jd.com/10049618329082.html,(30+),-2,-2,94%
美的（Midea）出品电热水器家用防电墙保护速热储水式小型出租房洗澡热水器KY1 美的出品华凌KY1【50升 2000W】,619,0,,每满619-20,https://item.jd.com/10067669541721.html,0,0,0,100%
林内(Rinnai) 13升QS41(JSQ26-S41)防CO超标 恒温升级家用强排式天然气 燃气热水器,3199,23,,自营,https://item.jd.com/100035556661.html,-8,0,0,100%
爱心东东史密斯.劳伦【免费上门安装】即热式电热水器电家用卫生间洗澡恒温厨房小厨宝超薄速热小型热水宝 金色7500W大屏恒温+水电分离,1099,1万+,,,https://item.jd.com/10037416490330.html,(3600+),(30+),(30+),97%
容声电热水器 纤薄扁桶双胆速热 无极调温 二级能效节能家电保温型热水器 多重安全防电包安装 【40升周年款】扁桶双胆+双防电墙+2000W,798,1万+,,"京东物流,免邮",https://item.jd.com/40278881244.html,(4900+),(20+),(20+),98%
万家乐【送货上门】家用燃气热水器6升8升10升强排款平衡式出租房煤气液化气可用低水压即热式奴风1 6升电池款+铜水箱(煤气液化气罐) 不包安装,273,89,,赠,https://item.jd.com/10064620990734.html,(20+),0,0,100%
海尔（Haier）12升燃气热水器天然气家用洗澡 变频恒温强排式智能防冻安全自检 JSQ22-12D11(12T),799,70,,自营,https://item.jd.com/100025491293.html,-10,0,0,100%
海尔 出品 2200W电热水器家用大容量专利防电墙小户型租房公寓统 帅储水式热水器热水器 50升 机械款,549,100+,,京东物流,https://item.jd.com/10061554679332.html,(40+),-1,-1,98%
海尔（Haier）小厨宝电热水器6.6L升厨宝热水宝家用上出水厨房热水器速热储水式 2200w速热大水量 6.6升厨宝,399,5000+,,自营,https://item.jd.com/100044197613.html,(1100+),-5,-5,99%
海尔(Haier)热水器家用储水式电热水器升安全防电墙速热2200W 40升【2200W免费安装/全国联保】,649,1000+,,自营,https://item.jd.com/100047479133.html,(700+),-1,-1,99%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 普通数显款2000W+机械旋钮+三挡调节+自行安装 80升(4人),679,5万+,,京东物流,https://item.jd.com/10044022565068.html,(1.4万+),(100+),(100+),98%
海尔（Haier）电热水器40/50/60/80/100升大容量储水式多功率速热家用热水器 8年包修 节能智控/ 50升【Haier】,1299,5000+,,满99-10,https://item.jd.com/29162331091.html,(2700+),(10+),(10+),99%
希尔史密斯12升燃气热水器 家用即热强排式液化气煤气 智能变频恒温水气双调 多重安防 低水压启动 JSQ23-12A,799,2000+,,自营,https://item.jd.com/100043744007.html,(1000+),-5,-5,98%
万家乐 13升燃气热水器(天然气) 三档变升 智能防护 低水压启动 断电记忆 48℃高温防烫JSQ26-13L1*,1599,2000+,,自营,https://item.jd.com/100032830038.html,(2000+),0,0,99%
海尔（Haier）ES80H-GM1(1) 储水式电热水器80升大容量 2000W即热式热水器,1899,0,,自营,https://item.jd.com/100040082657.html,0,0,0,100%
康家好太太热水器电家用洗澡超薄速热租房小型储水式热水器卫生间淋浴2KW DSZF-50A 50升双胆机械款 上门安装,458,500+,,自营,https://item.jd.com/100047737595.html,(90+),-5,-5,84%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 普通数显款2000W+机械旋钮+三挡调节+上门安装 60升(3人),679,5万+,,京东物流,https://item.jd.com/10046207226760.html,(1.4万+),(100+),(100+),98%
拍拍志高热水器家用防电墙储水式出租房用厂家电热水器尾货机 【豪配款】50L胶壳圆桶2~3人用,399,43,,,https://item.jd.com/10048967038113.html,(1.4万+),(100+),(100+),98%
万家乐（Macro） P1燃气热水器 致静恒温 四驱智能控温 三重净滤 无氧铜水箱 家用强排式 JSQ24-P1天然气12L,799,2万+,,"京东物流,免邮",https://item.jd.com/20451106394.html,(9200+),(40+),(40+),98%
万家乐 16升零冷水燃气热水器天然气佛山标准产品京东小家智能增压超级大水量以旧换新JSQ30-16DL3,1599,2万+,,自营,https://item.jd.com/100007886651.html,(1.5万+),(50+),(50+),98%
万家乐【广东隔日达】家用燃气热水器洗澡煤气天然气液化气强排式低水压即热式出租房爱创仕 10升电池款+铜水箱(煤气液化气罐) 不包安装,408,2000+,,,https://item.jd.com/10066582011640.html,(100+),-5,-5,96%
海尔（Haier）热水器大容量速热家用商用中央储水立式落地式电热水器全屋热水竖式 150升落地安装,2299,500+,,自营,https://item.jd.com/100047479097.html,(100+),0,0,98%
新飞（Frestec）电热水器圆桶40升50升60升80升家用热水器储水式温显大屏经济款电 AJ01升级大屏机械版40升包安装,399,1万+,,,https://item.jd.com/10356072809.html,(3700+),(30+),(30+),97%
樱花树热水器电家用储水式出水断电速热遥控60升50L80升美的 扁桶60升数显+离子 +防爆内胆,469,11,,赠,https://item.jd.com/10067253911221.html,0,0,0,100%
美的（Midea）热水器2200W速热WIFI智控一级能效ECO节能72小时保温6重安防50升储水式电F5022-JM1(HE),1149,2万+,,自营,https://item.jd.com/100049112329.html,(1.6万+),(40+),(40+),98%
希尔史密斯燃气热水器 24升室外机 户外热水器恒温防雨防冻多重防护家用安全节能省气 JSW35-AZ01 液化气,3599,100+,,自营,https://item.jd.com/100046355863.html,(40+),-1,-1,91%
凯奇史密斯热水器电热水器家用洗澡扁桶一级能效3000W大容量50升速热B57,650,200+,,新品,https://item.jd.com/100042610984.html,(100+),-1,-1,96%
左图右史密斯热水器家用速热储水式电热水器60升大容量上门安装2000W电脑遥控自动断电DSZF-60D,869,19,,自营,https://item.jd.com/100051629865.html,-2,0,0,100%
万家乐 16升零冷水燃气热水器(天然气)增压大水量玻璃屏智能防冻三巡航模式以旧换新JSQ30-16D10S,1799,10万+,,"自营,赠",https://item.jd.com/100007426809.html,(5.1万+),(100+),(100+),99%
美的家用储水式电热水器3200W一级能效变频速热双重安防WiFi智能富锶温泉浴MF5 变频速热【80升超4人适用】,2699,1000+,,"自营,每满2699-600",https://item.jd.com/10046154857213.html,(700+),-3,-3,98%
【免费上门安装】史密斯.劳伦热水器电热水器家用卫生间洗澡储水式扁桶双胆速热80升扁桶一级能效 扁桶双胆+普通数显+2000W加热+双防电墙 50升,699,10万+,,,https://item.jd.com/10035306667334.html,(3.4万+),(300+),(300+),97%
史密斯.劳伦【全免安装】史密斯.劳伦小厨宝热水器电家用储水式厨房热水宝即热式小型迷你 10升上下出水 8升数显恒温1500W速热+下出水,469,1000+,,,https://item.jd.com/10052821936059.html,(900+),0,0,100%
佳尼特A.O.史密斯13升燃气热水器 不锈钢换热器8年包换 精控恒温 抗风防冻JSQ26-TC1,2299,2000+,,"自营,厂商配送,券10-1",https://item.jd.com/100037899799.html,(1800+),-6,-6,99%
美的（Midea）电热水器50|60升2200W速热节能家用智能APP控制YJ2加长防电墙热水器 【美的出品智能款】50升华凌YJ2,699,1万+,,"京东物流,满699-50",https://item.jd.com/10036285357518.html,(1100+),(10+),(10+),97%
阿里斯顿（ARISTON）电热水器40升 1500W速热 四层防腐内胆 小容量储水式 银网呵护 耐用防腐1500W（RA40M1.5）,1488,2000+,,"京东物流,满1000-300",https://item.jd.com/25750298292.html,(1500+),-10,-10,98%
美的储水式电热水器家用安全出租房节能省电健康洗浴小型储水式洗澡A3加长防电墙 F80-15A3【80升超4人及浴缸适用】,949,5万+,,"自营,每满949-20",https://item.jd.com/10035064977474.html,(2.3万+),(100+),(100+),98%
万和 （Vanward ）电热水器3000W大功率双驱速热出水断电一级能效WIFI智控家用10倍增容 60升 E60-P8P1-30 免换镁棒,999,1000+,,"自营,秒杀",https://item.jd.com/10060072792753.html,(500+),-3,-3,98%
【免费上门安装】史密斯.劳伦热水器电热水器家用卫生间洗澡储水式扁桶双胆速热80升扁桶一级能效 扁桶双胆+触屏预约+3200W速热+恒温预约 50升,1299,10万+,,,https://item.jd.com/10046529158255.html,(3.4万+),(300+),(300+),97%
万家乐【上门安装】家用燃气热水器6升8升10L平衡式洗澡煤气天然气液化气强排低水压即热式出租房奴风 7升电池款+铜水箱 自己安装+煤气罐使用,303,100+,,,https://item.jd.com/10065340157246.html,(40+),0,0,97%
海尔热水器50升5000W家用电热水器 恒温双胆扁桶 瞬热洗智能Wi-Fi 净水洗速热小尺寸一级节能,4399,0,,自营,https://item.jd.com/100042077610.html,0,0,0,100%
希尔史密斯热水器2000W电热水器家用小户型卫生间洗澡储水式双胆速热60升扁桶一级能效快速省电DX-S29-60 60L,999,1000+,,自营,https://item.jd.com/100048847823.html,(300+),-1,-1,99%
史密斯.劳伦【上门安装】史密斯.劳伦双胆扁桶储水式电热水器家用卫生间洗澡80升速热一级能效圆桶 【扁桶40升】升级2000瓦速热+出水断电,699,2000+,,,https://item.jd.com/10055047775458.html,(2100+),-7,-7,99%
TCL 即热式电热水器电家用卫生间加热器速热洗澡器小型淋浴加热宝即开即热快速加热恒温洗澡机免储水 香槟金升级款【6000W+遥控+配件礼包】,478,20万+,,"京东物流,券300-30,满200-30",https://item.jd.com/42301248405.html,(4.4万+),(600+),(600+),95%
万和（Vanward） 13升平衡式燃气热水器天然气 微焰智能恒温健康净浴气电双防保护可装浴室专用 JSG25-WE3W13,1799,10万+,,"自营,厂商配送",https://item.jd.com/100042646321.html,(17万+),(800+),(800+),98%
阿里斯顿（ARISTON）60升电热水器 一级能效 内胆自清洁 高温杀菌 无线遥控版 【80升】三档速热 一级能效省电(SJ80),2598,2000+,,"京东物流,满2000-500",https://item.jd.com/44215878183.html,(1900+),-6,-6,98%
奥特朗（otlan）X4DH-EA55A 速热式多模热水器家用卫生间公寓出租房省电安全加热快,3999,2,,自营,https://item.jd.com/100049861083.html,-1,0,0,100%
海尔（Haier）电热水器线控版全隐藏式 50升储水式热水器预约洗浴 家用省空间防电墙右侧出水 中温保温,1289,5000+,,自营,https://item.jd.com/100051612445.html,(2800+),(10+),(10+),98%
苏泊尔（SUPOR）E06-UK02 6.6升电热水器小厨宝 厨房热水器速热式上出水1500W一级能效家用储水式小尺寸,369,1000+,,自营,https://item.jd.com/100030413621.html,(200+),-6,-6,92%
史密斯16升燃气热水器 防一氧化碳中毒 京东小家智能生态APP智控 恒温 JSQ31-JD6 京品家电 以旧换新,3898,5万+,,"自营,券10-1",https://item.jd.com/100011096751.html,(3.1万+),(40+),(40+),99%
海尔（Haier）13升燃气热水器天然气无级变频水伺服恒温ECO节能静音降噪云智能家用 JSQ25-13MODEL5(12T)U1,1499,100万+,,"自营,每满1000-100,赠",https://item.jd.com/100029386207.html,(56万+),(1900+),(1900+),99%
志高（CHIGO）热水器电家用洗澡即热储水式出水断电大容量速热电热水器2200W安全节能租房用 豪配电脑款2200W+远程遥控+出水断电+上门安装 60升(3人),779,5万+,,京东物流,https://item.jd.com/10046207226763.html,(1.4万+),(100+),(100+),98%
【免费上门安装】史密斯.劳伦热水器电热水器家用卫生间洗澡储水式扁桶双胆速热80升扁桶一级能效 扁桶双胆+滑屏遥控+3200W加热+出水断电 40升,799,10万+,,,https://item.jd.com/10035306667330.html,(3.4万+),(300+),(300+),97%
凯奇史密斯热水器电热水器家用洗澡扁桶一级能效大容量80升速热B39D,1191,200+,,自营,https://item.jd.com/100041232342.html,(100+),-1,-1,96%
苏泊尔（SUPOR）E06-UK01 迷你电热水器6.8升小厨宝厨房热水器速热式上出水1500W家用储水式热水宝小尺寸,349,1000+,,自营,https://item.jd.com/100030413655.html,(200+),-6,-6,92%
万和 12升燃气热水器液化气精控恒温APP远程智控智能四季适温节能液化气【企业专享】,899,200+,,"自营,每满800-100",https://item.jd.com/100032413714.html,(80+),0,0,97%
阿诗丹顿（USATON）电热水器立式 小型落地立竖式坐地家用热水器电储水式小型一级能效 80升,1099,1万+,,"每满890-100,赠",https://item.jd.com/28349234912.html,(1.2万+),(40+),(40+),98%
林内（Rinnai）13升燃气热水器天然气 变频节能恒温智慧芯 强排式家用 RUS-13QC05 天然气,2899,2万+,,"京东物流,满2000-100",https://item.jd.com/27576985704.html,(2.4万+),(70+),(70+),99%
万家乐（Macro）P1经济节能四驱智能恒温宽频家用低水压启动燃气热水器 JSQ24-P1(12升) 天然气（12T）,849,1万+,,"自营,满600-50",https://item.jd.com/43092870204.html,(3500+),(30+),(30+),97%
海尔（Haier）燃气热水器13升家用恒温下置风机密闭稳燃舱智能防冻节能速热富氧蓝焰WIFI智控天然气KLA,1799,500+,,自营,https://item.jd.com/100045799399.html,(200+),0,0,99%
艾美特 即热式电热水器 家用速热宝卫生间淋浴大水量洗澡机 扁桶过水热免储水 恒温变频 小型快速 恒温家用经济款5500W （玻璃面板款）,238,1万+,,,https://item.jd.com/10066539303666.html,(1200+),-5,-5,98%
爱心东东都太(Dutile) 12升智能恒温 平衡式燃气热水器 浴室专用热水器 无氧铜水箱 | JSG24-A 液化气 20Y,698,1000+,,"京东物流,免邮",https://item.jd.com/10041324634336.html,(600+),-5,-5,98%
希尔史密斯燃气热水器 16升室外机 户外热水器恒温防雨防冻多重防护家用安全节能省气 JSW35-AZ01 天然气,2899,100+,,自营,https://item.jd.com/100045119507.html,(40+),-1,-1,91%
苏泊尔（SUPOR）JSQ25-13R-DC63 燃气热水器13L恒温零冷水 家用天然气热水器语音APP智控 智能断电记忆,1499,19,,自营,https://item.jd.com/100032123037.html,-4,0,0,100%
希尔史密斯16升燃气热水器零冷水天然气双增压水量伺服 即开即热防冻变频恒温JSQ32-16L天然气（12T）,1599,200+,,秒杀,https://item.jd.com/100042311787.html,(100+),-1,-1,98%
康家好太太燃气热水器天然气家用即热式恒温洗澡淋浴 13升零冷水天然气款 上门安装【零冷水】,1249,42,,自营,https://item.jd.com/100040574415.html,-7,0,0,77%
希尔史密斯12升燃气热水器 强排式家用煤气液化气热水器 智能变频恒温热水器一级能效水气双调 JSQ23-12L,999,2000+,,自营,https://item.jd.com/100043711639.html,(1000+),-5,-5,98%
希尔史密斯储水式电热水器电家用卫生间速热恒温租房小型热水器洗澡淋浴器2000w DSZF-80 80升数码显示,758,1000+,,自营,https://item.jd.com/100052131439.html,(400+),-5,-5,96%
希尔史密斯电热水器100升扁桶触屏电脑遥控2000W高温除菌抗腐耐用家用储水式洗澡 出水断电一级能效DSZF-100C,1119,48,,自营,https://item.jd.com/100044811819.html,(10+),0,0,100%
美的热水器家用洗澡终免换镁棒储水式一级节能3200W双管速热出水断电智能家电V5S系列 x0a F8032-V5S 80升,1799,51,,"京东物流,免邮",https://item.jd.com/10031742032233.html,(20+),0,0,100%
希尔史密斯储水式电热水器电家用卫生间速热恒温租房小型热水器洗澡淋浴器2000w DSZF-40 40升出水断电款,558,1000+,,自营,https://item.jd.com/100045119489.html,(400+),-5,-5,96%
希尔史密斯电热水器 60升扁桶3200瓦WIFI智控储水式6倍增容高温除菌抗腐耐用 出水断电二级能效 DSZF-60B01,1399,4,,自营,https://item.jd.com/100044810809.html,-2,0,0,100%
奥克斯（AUX）燃气热水器精准恒温强排式速热洗澡家用燃气智能变升水气双调多重安全防护 12升液化气|变频恒温|四分段燃烧|低压启动,599,2万+,,,https://item.jd.com/10039484249743.html,(2600+),(10+),(10+),98%
志高（CHIGO）即热式小厨宝 即热式电热水器 厨房热水器集成免储水 ZG-KB513 5500W,258,1000+,,自营,https://item.jd.com/100041232344.html,(900+),0,0,99%
阿里斯顿(ARISTON) 80升电热水器 二级能效 3000W速热即热节能 银网健康设计大水量SC80E3.0AG,1998,200+,,自营,https://item.jd.com/100039001886.html,(60+),0,0,96%
美的储水式电热水器电3200W变频速热免换镁棒家用出水断电 手机联网智能控制家电大水量一级能效V7S 智能黑科技60升3-4人F6032-V7S(HE) 终身免换镁棒,2199,1000+,,"京东物流,免邮,每满2190-700,赠",https://item.jd.com/10046907979867.html,(900+),-2,-2,99%
法诗欧（fashiou）储水式热水器一级能效2000W电热水器家用洗澡小型热水器出租房扁桶 数显款（一级能效+变频双胆+自己安装） 40升（1人）,289,0,,,https://item.jd.com/10067724957720.html,0,0,0,100%
能率（NORITZ）燃气热水器11升 全屋恒温巡航 多点用水恒温 GQ-11EA2FEX（JSQ23-EA2）天然气防冻,2399,5万+,,自营,https://item.jd.com/100032703270.html,(4.1万+),(200+),(200+),98%
海尔（Haier）燃气热水器天然气恒温APP智能节能洗澡磁化抑垢安全强排式防电墙变频以旧换新DKS 16升 WIFI升级款,1499,1000+,,满1299-400,https://item.jd.com/10061549642989.html,(500+),0,0,99%
能率（NORITZ）燃气热水器 12升 CPU智能控制系统 智能精控恒温 GQ-12E3FEX（天然气）(JSQ24-E3）,2398,20万+,,"自营,厂商配送",https://item.jd.com/2945313.html,(18万+),(900+),(900+),98%
容声电热水器 扁桶储水式家用洗澡双胆加热变频恒温速热扁形出租房浴室大容量 40升【2000W】+智能触控,799,2000+,,"京东物流,免邮",https://item.jd.com/10041921751056.html,(2300+),0,0,99%
凯奇史密斯小厨宝电热水器储水式一级能效6升家用小型台下式厨宝宝上出水1500W卫生间阳台DSZF-A6,308,5000+,,,https://item.jd.com/100040602095.html,(3000+),(30+),(30+),97%
美的热水器 家用储水式电热水器电 节能省电安全速热 漏水换新 双重防漏电防电墙卫生间租房15A3系列 F50-15A3(HI)【50升 2-3人适用】,849,10万+,,"京东物流,免邮,每满840-170",https://item.jd.com/10036624198435.html,(10万+),(400+),(400+),98%
美的储水式电热水器电防电墙安全防漏电家用一级节能速热健康低耗保温大水量多人洗智能家电APP控制M5 60升极地白2-3人洗F6022-M5(HE) 双效省电保温王,1249,1000+,,"京东物流,免邮,每满1240-250",https://item.jd.com/10044716426052.html,(600+),-3,-3,97%
奥克斯（AUX）即热式电热水器 小厨宝速热 超薄扁桶免储水多档变频调温节能 7000W 月牙白 变频恒温 性价比优选 店长推荐,499,2000+,,"京东物流,秒杀",https://item.jd.com/10060049779419.html,(800+),-2,-2,99%
史密斯.劳伦【免费上门安装】热水器电热水器家用洗澡扁桶型一级能效超薄80升速热 【10倍增容】60升出水断电+WiFi智控双胆速热,1599,1000+,,"秒杀,券149-15",https://item.jd.com/10062943449611.html,(700+),-3,-3,99%
能率（NORITZ）燃气热水器 10升 智能极速恒温 低水压启动 GQ-10A3FEX（天然气)(JSQ20-A3）,2198,2万+,,"自营,厂商配送",https://item.jd.com/1521796.html,(2.4万+),(100+),(100+),98%
美的（Midea）18升燃气热水器天然气零冷水双增压水伺服 家用健康洗 一厨三卫多卫 JSQ34-RD3 pro 以旧换新,2799,100万+,,"自营,每满2000-300,赠",https://item.jd.com/100032327366.html,(46万+),(1700+),(1700+),98%
美的热水器 储水式电热水器家用数显大水量多人洗一级节能速热健康低耗保温防电墙手机智控以旧换新MC5 72小时长效保温节能-80升【4-5人洗】,1198,2000+,,"自营,每满1198-50",https://item.jd.com/10056150768910.html,(1500+),(10+),(10+),98%
美的储水式电热水器电防电墙安全防漏电家用一级节能速热健康低耗保温大水量多人洗智能家电APP控制M5 100升3200W浴缸洗F10032-M5(HE) 双效省电保温王,1799,1000+,,"京东物流,免邮,每满1790-300,赠",https://item.jd.com/10045890157452.html,(600+),-3,-3,97%
希尔史密斯电热水器速热3200W家用卫生间洗澡双胆扁桶储水式大容量60升一级能效出水断电DX-F13-60 60L,1299,500+,,秒杀,https://item.jd.com/100048847805.html,(200+),-1,-1,98%
TCL 即热式电热水器电家用卫生间加热器速热洗澡器小型淋浴加热宝即开即热快速加热恒温洗澡机免储水 土豪金豪华款【7000W+遥控+空开+配件礼包】,588,20万+,,"京东物流,券300-10,满200-30",https://item.jd.com/35935991723.html,(4.4万+),(600+),(600+),95%
