商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
蓝宝( BLAUPUNKT)柔音破壁机家用加热全自动智能语音播报多功能豆浆料理机50分贝轻奢蓝,1776.6,200+,,"自营,1件9折",https://item.jd.com/100025248963.html,(80+),-1,-1,97%
海牌 彩屏破壁机 家用豆浆机降噪多功能榨汁机全自动加热破壁料理机蒸煮辅食机预约早餐1.8L 白色 HP-SZ402,699,1,,"自营,1件6折",https://item.jd.com/100048784863.html,0,0,0,100%
西屋（Westinghouse） 迷你小型豆浆机预约全自动1-2人家用破壁免滤破壁小型免滤 丁香紫,699,5000+,,券699-340,https://item.jd.com/10037156530801.html,(1200+),(10+),(10+),97%
【细腻无渣】摩飞多功能破壁豆浆机,519,5000+,,,https://item.jd.com/10055757908789.html,(1000+),-8,-8,98%
苏泊尔（SUPOR）低音破壁家用不用手洗智能预约加热破壁料理机 榨汁机豆浆机果汁机搅拌机辅食T5,889,33,,"自营,每满889-90",https://item.jd.com/10039421446387.html,-1,0,0,50%
格立高（Geligao）破壁机 降噪低音豆浆机 家用全自动榨汁机 小型辅食机 多功能免洗料理一体 复古绿 GLG-L201,499,0,,自营,https://item.jd.com/100042266574.html,0,0,0,100%
ankale 德国破壁机家用迷你小型豆浆机全自动多功能辅食机多功能榨汁机免煮免过滤1-2人食 雅典白450ML【 智能家用】,189,1万+,,"京东物流,放心购,免邮,满179-40",https://item.jd.com/10056404065844.html,(2300+),(10+),(10+),99%
美的（Midea）破壁机多功能家用豆浆机加热低噪破壁榨汁机婴儿辅食料理机MJ-PB10P345,499,5000+,,"自营,券1500-120,1件9折",https://item.jd.com/100009085147.html,(2300+),(30+),(30+),97%
苏泊尔(SUPOR)破壁机加热 家用多功能破壁料理机榨汁机免滤豆浆机辅食机绞肉机果汁机搅拌研磨 【苏泊尔】,509,2万+,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10032257660007.html,(6700+),(100+),(100+),96%
顺然（SUNATUR）破壁机家用多功能预约榨汁米糊辅食机1.2L大容量免洗自清洁低音免滤豆浆一体料理 白色-1.2L,399,2,,放心购,https://item.jd.com/10067804380025.html,-1,0,0,100%
苏泊尔(SUPOR)破壁机 多功能智能预约加热破壁料理机 榨汁豆浆果汁机搅拌机SP529 升级降噪版,279,87,,京东物流,https://item.jd.com/10042569851096.html,(10+),0,0,100%
真米德国破壁机家用小型多功能全自动免煮免滤豆浆机新款料理机 绿色 智能预约500ml 10叶刀,139,200+,,券90-5,https://item.jd.com/10066436565239.html,(30+),0,0,100%
九阳（Joyoung） 破壁机家用豆浆机多功能破壁料理机绞肉机搅拌机多功能榨汁辅食可预约 P128【曜石黑】,299.9,5000+,,"京东物流,放心购,免邮,满289-20",https://item.jd.com/10884509388.html,(2800+),(10+),(10+),98%
适丰 破壁机家用多功能料理机果汁机大容量低音全自动快速破壁榨汁豆浆冰沙研磨粉自动清洗婴儿辅食米糊 加大功率1800W【八页钢刀】,79,500+,,,https://item.jd.com/10044943745342.html,(100+),-3,-3,95%
瑞本（RANBEM）德国 破壁机家用豆浆机1L大容量预约定时加热免过滤自动清洗多功能辅食果蔬料理机 浅绿色 1000ML升级款【八叶刀头】,239,100+,,"新品,免邮,券230-20,赠",https://item.jd.com/10067409750054.html,-10,0,0,100%
九阳（Joyoung） 低音破壁机家用不用免手洗0.3-1.2L豆浆机全自动清洗料理机新款Y521,1499,82,,,https://item.jd.com/10063609103849.html,-10,0,0,100%
苏泊尔 (SUPOR )可拆洗破壁机SP39S 快拆好洗 好用 全钢机身 2000W大功率(线下同型号),1999,200+,,自营,https://item.jd.com/100038339798.html,(30+),0,0,100%
宜盾普（EdenPURE）家用破壁机破壁料理机轻音降噪低音隔音罩免滤豆浆机加热静轻音榨汁机辅食免手洗EDC-PB1 深蓝色/UR立体加热（发货时间不晚于2月,699,5000+,,"放心购,免邮",https://item.jd.com/10056887434909.html,(1900+),-5,-5,99%
线下同款九阳（Joyoung） 破壁机家用豆浆机真空降噪多功能料理机搅拌机榨汁机婴儿辅食加热可预约 Y66推荐款,1699.9,1万+,,"京东物流,放心购,免邮,,",https://item.jd.com/56374564080.html,(3600+),(40+),(40+),97%
九阳（Joyoung） 破壁机家用豆浆机智能预约加热高速破壁料理机多功能果汁绞肉磨粉降噪Y933 单机,749.9,5000+,,"京东物流,免邮,每满749-100",https://item.jd.com/10028572112712.html,(800+),(10+),(10+),94%
爱心东东志高（CHIGO） 破壁机家用加热全自动多功能免过滤新款轻音榨汁预约豆浆机 X-A01梨花白【基础款】,199,2000+,,免邮,https://item.jd.com/10051892749437.html,(200+),-1,-1,98%
?大宇三杯破壁机家用迷你豆浆机全自动多功能静音料理机,599,2000+,,放心购,https://item.jd.com/10058432058300.html,(400+),-3,-3,98%
九阳（Joyoung） 破壁机家用豆浆机多功能智能预约一机三杯不锈钢杯料理机WIFI控制Y18,999,2万+,,"京东物流,免邮,赠",https://item.jd.com/41848658120.html,(4900+),(60+),(60+),96%
摩飞电器（Morphyrichards） 破壁机家用研磨机多功能料理机榨汁机婴儿辅食机小型刨冰机 轻奢蓝（搅拌+榨汁机+研磨+）,469,2000+,,"京东物流,每满449-110,赠",https://item.jd.com/10034916206041.html,(300+),-2,-2,99%
小熊（Bear）破壁机可拆洗家用1.75L多功能全自动自清洁静轻榨汁机PBJ-D12V1【安心系列】 PBJ-D12V1,999,200+,,,https://item.jd.com/10066683367199.html,(20+),0,0,96%
SURE 日本 家用破壁机轻静音破壁机豆浆机加热全自动榨汁机免手洗搅拌机辅食机早餐SHB-LN02 42dB低音罩,899,2000+,,"京东物流,放心购,免邮,券300-30,",https://item.jd.com/10050612657462.html,(2100+),(10+),(10+),98%
谷格（GUGE） 【微压真空保鲜·变频彩屏菜单】德国破壁机家用全自动加热 豆浆机 多功能辅食料理机 真空彩屏 G828,3180,1万+,,"京东物流,免邮,满3080-300",https://item.jd.com/37514228546.html,(3300+),-6,-6,99%
大宇（DAEWOO） 静柔音破壁机家用豆浆机加热料理榨汁机果汁机搅拌机辅食机早餐预约定时免洗FP01 FP01奶糖白（六重降噪+一键清洗）,569,1000+,,放心购,https://item.jd.com/10051563514407.html,(400+),-1,-1,99%
Joyoung/九阳L18-P350破壁机家用多功能加热可预约保温高速料理机 L18-P350,689,0,,,https://item.jd.com/10068304877902.html,0,0,0,100%
摩飞电器（Morphyrichards） 破壁机家用豆浆机免洗降噪多功能养生壶一机两用MR8200 英伦红-,539,2万+,,"京东物流,放心购,免邮,券300-30,,",https://item.jd.com/10044956983711.html,(2900+),(30+),(30+),98%
奥克斯（AUX） 破壁机家用柔音加热免滤豆浆机智能预约防糊底多功能榨汁机辅食料理机 PB9596 银河灰,309,2000+,,"自营,秒杀,券250-20,每满300-50",https://item.jd.com/10035225412329.html,(1200+),(10+),(10+),97%
美菱 (MEILING)破壁机家用迷你豆浆机免滤多功能预约辅食机免煮米糊大容量轻音全自动 【升级6刀】桃粉色600ml（12小时预约+免洗）,189,200+,,,https://item.jd.com/10049798358593.html,(70+),-1,-1,98%
西屋（Westinghouse）破壁机家用料理机加热预约真空微压力智能预约保温多功能豆浆机辅食料理机 WFB-E16,3480,2000+,,"自营,厂商配送,品质认证",https://item.jd.com/5142509.html,(1800+),-7,-7,99%
mokkom 磨客破壁机迷你豆浆机小型免过滤免煮预约多功能家用自动辅食机1-3人榨汁搅拌一六用 绿色,469,1万+,,"京东物流,免邮,每满469-100",https://item.jd.com/10032923413835.html,(1.7万+),-2,-2,99%
九阳（Joyoung） 破壁机 立体加热多功能家用降噪进口刀头预约料理机榨汁机豆浆机 L18-P556 太空科技 新上市,1199.9,57,,"京东物流,满1199-400",https://item.jd.com/10062584361583.html,-9,0,0,100%
荣事达（Royalstar） 破壁机低音家用大容量免洗豆浆机全自动榨汁机多功能保温预约婴儿辅食料理机 红色,239,2000+,,满229-30,https://item.jd.com/10038209468507.html,(700+),-9,-9,97%
美菱（MELING）破壁机家用豆浆机迷你小型加热轻音全自动多功能榨汁机 1000ML智能屏豆浆机【苹果绿】,199,5000+,,免邮,https://item.jd.com/10064284828764.html,(1400+),-9,-9,98%
美的（Midea）破壁机 冷Tritan圆果汁杯,399,50万+,,自营,https://item.jd.com/8209757.html,(21万+),(400+),(400+),99%
九阳（Joyoung） 肖战推荐破壁机家用豆浆机智能预约加热高速料理机多功能果汁绞肉磨粉辅食降噪薄 多功能料理杯【切丝绞肉一多能】,80,5000+,,放心购,https://item.jd.com/10067008352446.html,(1000+),(10+),(10+),98%
九阳（Joyoung） 【肖战推荐】破壁机家用豆浆机加热多功能破壁搅拌榨汁果汁机多功能料理机辅食 L18-P132【单杯】,389.9,2000+,,"京东物流,放心购",https://item.jd.com/10049349651391.html,(200+),-6,-6,96%
苏泊尔（SUPOR） 双层破壁料理研磨杯 G08L,199,46,,,https://item.jd.com/10047278680523.html,-10,0,0,100%
九阳（Joyoung）ZMD安心系列免手洗高端多功能热烘除菌料理机早餐机豆浆机破壁机L15-Y5(榛果金)【天空系列】,1399,5000+,,自营,https://item.jd.com/100021247680.html,(3900+),-7,-7,99%
飞利浦（PHILIPS）破壁机料理机家用迷你养生榨汁机搅拌婴儿辅食机多功能养生壶 HR2037/50,399,14,,"京东物流,免邮",https://item.jd.com/10066811483713.html,-2,0,0,100%
蓝宝(BLAUPUNKT)家用迷你养生杯低音降噪全自动多功能加热养生壶 白色（养生杯） 配件,100,2000+,,"自营,1件9折",https://item.jd.com/100013034029.html,(600+),-5,-5,97%
九阳（Joyoung） 【肖战推荐】破壁机家用多功能低音预约加热豆浆机榨汁机料理机辅食 L18-P750,1699.9,16,,"放心购,每满1699-100",https://item.jd.com/10061625211486.html,-1,0,0,100%
奥克斯 AUX 破壁机家用 低音加热豆浆机多功能料理机榨汁机搅拌辅食机沙冰机保温智能预约HX-PB9538A,286,200+,,自营,https://item.jd.com/100037182950.html,-6,0,0,100%
半球破壁机迷你豆浆机 家用全自动小型米糊机 预约多功能早餐机 料理机榨汁机辅食搅拌机 1-2人食 智能免滤款(800ml)(带滤网）,135,45,,满200-5,https://item.jd.com/10050509468974.html,-5,0,0,100%
苏泊尔可拆洗系列破壁机可拆洗家用破壁料理机低音加热多功能豆浆机榨汁机绞肉机智能预约辅食搅拌机 SP902S,1049,1000+,,"京东物流,放心购,秒杀,免邮,,",https://item.jd.com/10046244798449.html,(300+),-7,-7,96%
半球（PESKOE） 破壁机家用加热全自动多功能榨汁五谷料理机新款 A1黑色1.65L升级防糊底【语音播报款】,199,200+,,"京东物流,免邮",https://item.jd.com/10060864181086.html,(30+),-1,-1,93%
美的（Midea） 安睡静轻音破壁机家用多功能智能预约自清洗豆浆机榨汁机低音降噪细腻搅打辅食轻巧杯体 【1.2L-43dB-柔声MJ-PB80S2】,749,1000+,,"自营,每满749-80",https://item.jd.com/10062964496778.html,(300+),-4,-4,98%
九阳（Joyoung） 免洗破壁机家用低音多功能智能不用手洗榨汁原汁豆浆机绞肉和面热烘除菌Y951 Y951,3099,500+,,"京东物流,免邮,满3099-100",https://item.jd.com/10048906425124.html,(200+),-1,-1,98%
小熊（Bear） 破壁机可拆洗低音低噪家用1.75L多功能全自动自清洁静轻料理机豆浆机榨汁机 【高温除菌+刀片可拆】PBJ-D12V1,699,30,,满699-100,https://item.jd.com/10066182839428.html,-3,0,0,100%
大宇（DAEWOO） 破壁机家用轻柔音豆浆机加热全自动榨汁机果汁机三杯多功能养生壶搅拌研磨辅食粉碎机 紫色,599,2000+,,"放心购,满559-200",https://item.jd.com/10058432058300.html,(400+),-3,-3,98%
西屋（Westinghouse） 破壁机加热家用多功能破壁料理机智能保温辅食机WFB-HS0454 玫瑰金,1980,200+,,,https://item.jd.com/55744202086.html,(90+),-1,-1,97%
格力（GREE） 大松破壁机家用1.75L大容量豆浆机多功能料理机榨汁机免洗轻音辅食早餐 1701H,529,22,,"京东物流,放心购,免邮",https://item.jd.com/10058793336801.html,-2,0,0,100%
美的（Midea） 破壁机家用加热料理机榨汁机婴儿辅食机智能预约豆浆机果汁机 PB12X1-101B,389,80,,自营,https://item.jd.com/10060642644439.html,(10+),0,0,100%
米家 小米智能破壁料理机 碎冰榨汁机 高硼硅玻璃 精钢刀片 OLED旋钮操控 APP互联 米家智能料理机,399,2000+,,免邮,https://item.jd.com/10048724439365.html,(500+),-6,-6,95%
美的（Midea） 破壁机 预约智能加热保温豆浆机家用多功能早餐机绞肉馅机榨汁机辅食 MJ-PB80X2-091,399,100+,,"京东物流,放心购,免邮,每满399-100",https://item.jd.com/10060465150137.html,(30+),-1,-1,96%
奥克斯（AUX） 破壁机迷你 家用小型加热豆浆机多功能料理机便携榨汁机辅食小容量果汁机 绿色,279,100+,,"自营,秒杀,每满270-50",https://item.jd.com/10066283180685.html,(10+),-1,-1,93%
西屋（Westinghouse）柔音破壁机家用早餐机加热全自动榨汁机搅拌机辅食机豆浆料理 抹茶绿（搅拌杯）,699,1万+,,,https://item.jd.com/10053721171527.html,(1700+),(30+),(30+),97%
苏泊尔(SUPOR)带罩低噪破壁机智能家用加热豆浆破壁料理机多功能全自动破壁机 SP612S 加厚隔音罩,419,0,,"京东物流,免邮",https://item.jd.com/10067749162880.html,0,0,0,100%
九阳（Joyoung） 【肖战同款】破壁机家用豆浆机 智能预约 加热高速破壁料理机多功能降噪薄底座 L18-P557,999.9,13,,满998-299,https://item.jd.com/10056714656435.html,-4,0,0,100%
西屋（Westinghouse）迷你小型破壁机 豆浆机全自动料理辅食机免洗免滤预约保温 WFB-A617琥珀绿,409,8,,自营,https://item.jd.com/100045769143.html,0,0,0,100%
苏泊尔（SUPOR）破壁机家用大容量多功能豆浆机冷热快煮智能搅拌磁控全自动清洗中途加菜免滤SP968,599,4,,赠,https://item.jd.com/10065875478676.html,-1,0,0,100%
飞利浦（PHILIPS） 破壁机料理机家用迷你养生榨汁机搅拌婴儿辅食机多功能养生壶 HR2037/50,599,28,,"京东物流,每满599-200",https://item.jd.com/10064001683768.html,-2,0,0,100%
苏泊尔（SUPOR） 破壁机家用1.75L多功能可拆洗豆浆机蒸汽清洗料理机搅拌机早餐辅食冰沙机 SP605R【1.75L大容量】,649,200+,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10059254519008.html,(60+),0,0,100%
飞利浦（PHILIPS） 破壁机 家用多功能加热料理机全自动榨汁机 HR2088豆浆机婴儿辅食搅拌机（线下同款）,1399,15,,自营,https://item.jd.com/100022529717.html,-2,0,0,100%
苏泊尔（SUPOR）破壁机 家用多功能 豆浆机 智能预约冷热双打料理机 榨汁机果汁机搅拌机辅食SP529【专享】,319,5万+,,"自营,赠",https://item.jd.com/100047935149.html,(9400+),(200+),(200+),95%
皆米（JIEMI） 轻音破壁机家用加热全自动小型早餐豆浆机辅食机多功能降噪预约榨汁料理机 陶白【陶瓷釉防糊底盘】,319,200+,,券299-100,https://item.jd.com/10067328112456.html,(70+),-1,-1,98%
罗娅 静柔音破壁机轻细音家用小型豆浆机加热多功能料理机降噪辅食机全自动榨汁机智能预约安睡 奶油白（晒图领硅胶杯）,369,74,,自营,https://item.jd.com/10062404310822.html,(30+),0,0,100%
德国ankale 破壁机家用迷你小型豆浆机轻音全自动加热多功能辅食机免煮免过滤1-2人食 升级款【 八叶刀片+免煮免滤】薄荷绿450ML,189,2000+,,"京东物流,免邮,每满179-30",https://item.jd.com/10058378951209.html,(400+),-9,-9,97%
苏泊尔（SUPOR）破壁机豆浆机家用1.75升多功能智能预约加热料理机榨汁机全自动蒸汽清洗自清洁无渣免滤SP968,539,2,,"自营,厂商配送,券79-20",https://item.jd.com/100041400716.html,0,0,0,100%
奥克斯（AUX） 破壁机家用降噪低音加热免滤豆浆机智能预约防糊底多功能榨汁机辅食料理机PB9712 白色（1.65升）,299,1000+,,"京东物流,放心购,满290-50",https://item.jd.com/10052795927178.html,(100+),-2,-2,98%
九阳（Joyoung） 破壁机家用免手洗豆浆机y1全自动免过滤y3多功能低音降噪不用手洗榨汁机Y951热烘除菌Y966 不用手洗Y1【免滤 | 店长力荐】,2999,100+,,满2999-1000,https://item.jd.com/10053743091556.html,(100+),0,0,100%
摩飞电器（Morphyrichards）豆浆机 家用破壁机 全自动清洗免过滤 低音降噪 多功能菜单可预约 600ml MR8200 蓝色,414,21,,自营,https://item.jd.com/100050649919.html,-5,0,0,100%
HYUNDAI 破壁机家用豆浆机静轻音小型柔音低音料理机家用保温全自动婴儿辅食 轻音【0.7L容量】,199,75,,新品,https://item.jd.com/10066192264244.html,(10+),0,0,100%
西屋(Westinghouse) 多功能1.2升破壁料理机 全自动低音豆浆机 WFB-CB01F,1399,10,,自营,https://item.jd.com/100024531107.html,-1,0,0,100%
大宇（DAEWOO） 破壁机多功能家用静音迷你豆浆机破壁免滤全自动免洗加热榨汁机料理机养生壶 流云白（配养生壶）,599,2万+,,"京东物流,放心购,每满430-200",https://item.jd.com/10022875000095.html,(4200+),(50+),(50+),97%
谷格（GUGE） 【彩屏+预约保温】德国破壁机家用豆浆机小型智能预约低静音破壁加热全自动多功能料理机 军绿色G878,569,200+,,"京东物流,免邮,满539-150",https://item.jd.com/10039185953440.html,(100+),-1,-1,98%
摩飞（Morphyrichards） 破壁机家用免洗 降噪多功能豆浆机养生壶一机两用MR8200 轻奢蓝-（+养生壶）,599,51,,自营,https://item.jd.com/100047283025.html,-3,0,0,100%
九阳（Joyoung）轻音免手洗破壁机降噪预约热烘家用多功能Y751一机两杯 L12-Y751,2599,200+,,"京东物流,免邮,赠",https://item.jd.com/10045494001617.html,(60+),0,0,96%
九阳（Joyoung）破壁机智能加热料理机豆浆米糊全自动预约多功能榨汁机果汁机 JYL-Y99 JYL-Y99,999,100+,,满999-400,https://item.jd.com/10044341908745.html,(30+),0,0,97%
九阳（Joyoung）破壁机家用低静音超薄高速破壁全自动豆浆机辅食机加热保温热烘除菌料理机早餐 L18-P393,699,0,,,https://item.jd.com/10068061719992.html,0,0,0,100%
美菱（MeiLing）破壁机家用豆浆机小型迷你料理机多功能预约定时辅食机316不锈钢 316医用级不锈钢 | 600ml绿 | 六叶刀,179,92,,,https://item.jd.com/10067300632049.html,(50+),0,0,100%
九阳（Joyoung）破壁机 多功能预约加热迷你小型容量豆浆机破壁料理快速豆浆辅食L4-P102 【精致一人食】木槿粉,269.9,100+,,"京东物流,闪购",https://item.jd.com/10061639029245.html,(10+),0,0,94%
蓝宝（BLAUPUNKT） 蓝宝分杯低音破壁机家用加热全自动小型豆浆机研磨粉多功能料理机柔音非静音 【7仓速发】柔音+研磨杯,799,1000+,,"京东物流,免邮,每满700-100",https://item.jd.com/10050592575289.html,(300+),-3,-3,97%
九阳（Joyoung）破壁机 高速调理机家用多功能料理机豆浆机搅拌机辅食机L18-Y211【企业采购】 【支持一件代发】,399,1000+,,"自营,厂商配送,闪购",https://item.jd.com/100025284961.html,(100+),-1,-1,95%
小熊（Bear） 破壁机家用多功能降噪预约加热豆浆机料理机早餐机榨汁机辅食PBJ-D08C6 强力不留渣丨上置式面板,499,5000+,,"自营,每满499-200",https://item.jd.com/10034598097723.html,(900+),-7,-7,98%
贝默朗斯（Bemeronis） 德国破壁机家用加热迷你静料理榨汁全自动多功能音1-2人小型豆浆机新款 米白色,680,1000+,,"京东物流,放心购,满660-352",https://item.jd.com/10062964918502.html,(1300+),0,0,100%
九阳（Joyoung） 【肖战推荐】破壁机家用豆浆机降噪免手洗破壁机加热可预约多功能辅食料理机 DJ12R-K2S（支持鸿蒙智联）,4999,5000+,,"每满4999-1000,赠",https://item.jd.com/50561923120.html,(1900+),-10,-10,98%
苏泊尔(SUPOR)破壁机豆浆机家用多功能智能预约加热破壁料理机榨汁机绞肉机果汁机搅拌辅食 升级降噪版,279,20,,"京东物流,免邮,满279-10",https://item.jd.com/10050850526840.html,0,0,0,100%
奥克斯（AUX）破壁机沙冰机 2升商用冰沙机碎冰机刨冰机榨汁机料理机 多功能奶昔 HX-PB1057 灰色,399,19,,"自营,每满380-60",https://item.jd.com/10067130647934.html,-4,0,0,100%
飞牛破壁机家用多功能破壁料理机榨汁搅拌豆浆辅食奶昔沙冰机细腻无渣一机多用 金属灰,229,6,,,https://item.jd.com/70766172768.html,0,0,0,100%
巴慕斯（Bamousse） 迷你破壁机家用小型全自动多功能豆浆机免洗免过滤自动清洗辅食 马卡龙绿色 800毫升【防糊底】,199,2000+,,"京东物流,免邮,满190-20",https://item.jd.com/10053489986350.html,(1300+),-2,-2,99%
苏泊尔(SUPOR)破壁机 家用多功能智能预约加热破壁料理机 榨汁机豆浆机果汁机搅拌机辅食SP503A【专享】,359,20万+,,"自营,赠",https://item.jd.com/100047935133.html,(3.5万+),(900+),(900+),95%
九阳（Joyoung） 肖战推荐破壁机多重降噪家用智能预约加热全自动豆浆机多功能料理机搅拌辅食榨汁机 【降噪彩屏】P571,1299.9,50,,"京东物流,放心购,免邮,",https://item.jd.com/10031584723925.html,-10,-1,-1,90%
创维（SKYWORTH）破壁机P21B白 多功能料理机绞肉机辅食机,2880,0,,自营,https://item.jd.com/100051172147.html,0,0,0,100%
九阳高速破壁调理机 L12-P351,499,0,,自营,https://item.jd.com/100050411067.html,0,0,0,100%
美菱（MeiLing）破壁机豆浆机家用小型婴儿辅食机多功能免煮免过滤自动清洗全自动搅拌机料理机 轻奢白 | MB-DC1247 | 六刀,199,95,,"新品,免邮,券300-30",https://item.jd.com/10066867117118.html,(30+),0,0,100%
摩飞电器（Morphyrichards） 破壁机家用豆浆机免洗降噪多功能养生壶一机两用MR8200 英伦红-（+养生壶套装）,758,2万+,,"京东物流,放心购,免邮,券6000-600,,",https://item.jd.com/10045663979637.html,(2900+),(30+),(30+),98%
九阳（Joyoung） 破壁机家用热烘除菌多功能免滤智能预约保温豆浆机榨汁机料理机搅拌机【肖战推荐】 【热烘除菌 低音 一双杯】,499.9,1万+,,"京东物流,放心购,免邮,满439-20",https://item.jd.com/10030093632137.html,(6800+),(10+),(10+),99%
苏泊尔（SUPOR）低音破壁机 家用加热熬煮防溢豆浆机 多功能榨果辅食料理 智能触控预约定时配研磨杯 SP89S,3000,0,,自营,https://item.jd.com/100047517351.html,0,0,0,100%
美的（Midea） 破壁机 家用豆浆机 智能预约轻音榨汁机多功能果汁机宝宝辅食料理机 一双杯 | MJ-CBL1096,999,41,,"自营,每满999-100",https://item.jd.com/10052925221656.html,-3,0,0,100%
奥克斯（AUX） 破壁机家用降噪低音加热免滤豆浆机智能预约防糊底多功能榨汁机辅食料理机PB9289A 银灰色（1.65升）,299,1000+,,"京东物流,放心购,满290-40",https://item.jd.com/10041382620951.html,(300+),0,0,99%
九阳（Joyoung）1.2L 免洗破壁机家用低音多功能不用手洗榨汁机豆浆机 热烘除菌 L12-Y951,4299,0,,自营,https://item.jd.com/100045254595.html,0,0,0,100%
海牌（HAIPAI）海牌 家用多功能破壁机1.75L加热家用多功能降噪 智能预约 HP-898H白色,638.15,0,,自营,https://item.jd.com/100041290274.html,0,0,0,100%
荣事达（Royalstar） 破壁机低音家用大容量免洗豆浆机全自动榨汁机多功能保温预约婴儿辅食料理机 【升级八叶刀头】三重降噪-陶瓷釉发热盘,249,2000+,,"京东物流,免邮,满229-20",https://item.jd.com/10050842889519.html,(700+),-9,-9,97%
ankale 德国破壁机家用小型豆浆机小容量全自动免洗免过滤1-2人食3人米糊 升级款-薄荷绿450ML【八叶刀片/细腻无渣】 多功能,189,200+,,满150-40,https://item.jd.com/10058666129084.html,(50+),0,0,100%
美菱（MELING） 破壁机家用豆浆机无需手洗大容量免滤榨汁机 1.65L破壁机【升级款】,219,1000+,,免邮,https://item.jd.com/10051354302345.html,(200+),0,0,99%
苏泊尔（SUPOR）破壁机 低音降噪家用智能预约加热破壁料理机 榨汁机豆浆机绞肉机果汁机搅拌机辅食 轻薄底座 触控操作,369,5000+,,"京东物流,免邮,每满359-70",https://item.jd.com/71818025955.html,(1000+),(20+),(20+),94%
京品家电苏泊尔(SUPOR)破壁机 易洁可拆洗系列 家用多功能 豆浆机多维降噪智能预约榨汁辅食 SP902S【专享】,599,10万+,,自营,https://item.jd.com/100047935119.html,(1.9万+),(300+),(300+),95%
奥劲（AOJING） 德国静轻音破壁机家用预约多功能自动破壁料理机加热豆浆机进口榨汁机婴儿辅食 【祖母绿真空款】烘干+24小时预约QT-BP88A,1780,1万+,,"京东物流,放心购,免邮,满1780-820,",https://item.jd.com/71797404401.html,(1000+),-3,-3,99%
九阳（Joyoung）破壁机大容量1.75L家用豆浆机加热智能多功能破壁料理机榨汁磨粉果汁机辅食 L18-Y91A+研磨杯,499.9,2万+,,"放心购,免邮,满419-60,赠",https://item.jd.com/72028685274.html,(4500+),(80+),(80+),96%
BRUNO 柔音破壁机家用豆浆机加热全自动投料降噪预约榨汁机搅拌机辅食机早餐非静音 薄荷绿,809,500+,,"京东物流,每满750-310",https://item.jd.com/10062976151429.html,(100+),0,0,98%
小熊（Bear） 破壁机低音降噪家用预约加热豆浆机 多功能榨汁机早餐机料理机辅食 【1升容量】PBJ-B06K8,499,0,,"京东物流,满469-30",https://item.jd.com/10058548824372.html,0,0,0,100%
美的（Midea）破壁机纤薄机身冷热双打多功能预约触控大功率料理机豆浆机榨汁早餐辅食 【纤薄底座】MJ-PT53,309,0,,"京东物流,放心购,每满309-30",https://item.jd.com/10067932184947.html,0,0,0,100%
麦卓（MAKE JOY） 破壁机家用破壁料理机多功能全自动豆浆机榨汁机商用果汁沙冰机养生辅食搅拌机 机械款（无加热功能）,128,1万+,,免邮,https://item.jd.com/15508398078.html,(7200+),(70+),(70+),97%
飞牛 商用破壁机 现磨豆浆机商用早餐店用全自动破壁料理机5升大容量磨粉机免过滤搅拌机 沙冰专用丨2.5升,479,200+,,满399-30,https://item.jd.com/10056190625891.html,(40+),-2,-2,94%
欧诺华（OROWA） 德国静轻音破壁机智能家用加热料理机全自动多功能豆浆机婴儿辅食榨汁机绞肉机 防糊设计丨24小时预约丨低音,580,2000+,,"京东物流,免邮,每满580-230",https://item.jd.com/10026027050820.html,(500+),-7,-7,97%
九阳（Joyoung）破壁机 家用多功能免洗高端破壁机 L6-Health68（天空系列）【企业采购】【支持一件代发】,899,200+,,"自营,闪购",https://item.jd.com/100021004849.html,(30+),-1,-1,89%
米技生活（MIJI）破壁机家用多功能柔音降噪豆浆机加热榨汁机辅食机搅拌机 智能全自动 PB-L1401 白,699,9,,满699-240,https://item.jd.com/10067820468477.html,-9,0,0,100%
德国瑞本（RANBEM）迷你破壁机家用小型豆浆机2-3人免过滤搅拌机多功能预约定时果汁辅食料理机 复古绿,189,2000+,,"京东物流,放心购,免邮,券300-30,",https://item.jd.com/10056330477631.html,(500+),-1,-1,99%
摩利普（MOLIPU） 德国摩利普破壁机家用轻静音小型加热全自动多功能豆浆机料理辅食1—4人【新款】 藏蓝色,656,5000+,,,https://item.jd.com/10039313082452.html,(5800+),-2,-2,99%
苏泊尔 （SUPOR）QC系列 破壁料理机加热搅拌机多功能辅食机榨汁机绞肉机宝宝营养粥 SP530,339,10万+,,"自营,厂商配送",https://item.jd.com/100027091808.html,(2.2万+),(300+),(300+),96%
松下（Panasonic）多功能破壁机冷热双用豆浆机料理机榨汁机 MX-H2801,799,13,,"京东物流,免邮,满799-200",https://item.jd.com/10038554729735.html,-4,0,0,100%
维他密斯（VITAMIX） 原装进口家用破壁机A3500i豆浆机破壁多功能榨汁机物理加热辅食触屏 A3500套装 家庭版,11198,500+,,,https://item.jd.com/10026829826812.html,(100+),0,0,98%
九阳破壁机家用多功能豆浆机全自动搅拌辅食一体机L18-P165 P163,599,0,,,https://item.jd.com/10068304608994.html,0,0,0,100%
