商品标题,商品价格,评论量,标签,商品详情页,好评数量,中评数量,差评数量,分数
美菱冰箱（MELING）【光谱养鲜】368升多门家用冰箱四开门一级能效双变频风冷无霜低噪净味智能 BCD-368WPU9CY母婴款压缩机十年免费包换,2699,200+,"自营,满500-100",https://item.jd.com/10042683044094.html,(100+),-1,-1,98%
美菱冰箱（MELING）【离子净】420升十字四门冰箱对开双开门一级能效无霜变频家用大容量电 BCD-420WP9CX 典雅灰,2699,500+,"自营,秒杀,满1000-100",https://item.jd.com/10051747133339.html,(300+),-4,-4,98%
美菱冰箱（MELING）202升双门小冰箱两门节能风冷无霜低噪净味官方租房宿舍经济实用家用电 BCD-202WECX 628毫米纤薄机身,1599,500+,"自营,满500-100",https://item.jd.com/10043212020000.html,(200+),-4,-4,97%
美菱冰箱(MELING)271升三门多门家用电冰箱 一级变频风冷无霜 租房节能低噪冰箱 荣耀灰 BCD-271WP3CX,2099,,自营,https://item.jd.com/100028766851.html,(100+),-1,-1,98%
美菱冰箱（MELING）537升十字对开门家用冰箱四开门多门节能一级变频风冷无霜大容量 BCD-537WP9CX 干湿分储,3299,,"自营,满500-100",https://item.jd.com/10046158871259.html,(100+),-1,-1,98%
美菱冰箱（MELING）556升对开门冰箱一级能效双变频风冷无霜冷藏冷冻家用双开门大容量 天际灰 BCD-556WPUCX,2599,,"自营,秒杀",https://item.jd.com/10033137072227.html,(100+),-1,-1,98%
美菱冰箱（MELING）632升对开门冰箱双开门一级能效双变频风冷无霜低噪音嵌入式大容量家用电 BCD-632WPUCX 典雅灰,2799,,自营,https://item.jd.com/10051366648411.html,(100+),-1,-1,98%
米家430升双变频一级能效十字对开门双开门四开门家用电冰箱双档变温保鲜银离子BCD-430WMSA,2199,7,自营,https://item.jd.com/100047271017.html,-2,0,0,100%
米家小米出品 185L双门冰箱 宿舍家用小型精致简约欧式设计冰箱BCD-185MDM,899,10万+,自营,https://item.jd.com/100020868346.html,(3.2万+),(100+),(100+),98%
米家小米出品 185升双开门冰箱租房家用冷冻冷藏宿舍冰箱大容量 节能低噪自动低温补BCD-185MDM [热销],899,2000+,自营,https://item.jd.com/100036877608.html,(200+),-1,-1,97%
米家小米出品215升 三门小型家用电冰箱 三门三温节能安静运行冷冻冷藏 租房宿舍 BCD-215MDMJ05,999,,,https://item.jd.com/10067054397547.html,(100+),-1,-1,98%
米家小米出品216升三门冷藏冷冻风冷家用租房宿舍省电小冰箱BCD-216WMD,1499,100+,自营,https://item.jd.com/100040702839.html,(30+),0,0,100%
米家小米出品216升三门冷藏冷冻风冷家用租房宿舍省电小冰箱BCD-216WMD[热销],1499,2000+,自营,https://item.jd.com/100038202188.html,(200+),-1,-1,97%
米家小米出品496L十字对开门四门冰箱 一级能效小爱语音智能控制银离子除菌净味超薄大容量BCD-496WMSA,2699,1万+,自营,https://item.jd.com/100020868344.html,(5000+),(20+),(20+),98%
米家小米出品502L冰晶版对开门大容量家用电冰箱双开门 风冷无霜玻璃面板美观易清洁BCD-502WGSA,2899,10万+,自营,https://item.jd.com/100021259623.html,(5.6万+),(200+),(200+),98%
米家小米米家430升分区养鲜超薄大容量十字对开门双开门家用冰箱 一级能效银离子除菌净味BCD-430WMSA,2199,10万+,自营,https://item.jd.com/100037768003.html,(5.6万+),(200+),(200+),98%
米家小米米家520升双变频一级能效十字双开门四开门家用大容量电冰箱保鲜银离子除菌净味BCD-520WMSA,2769,10万+,"自营,秒杀",https://item.jd.com/100041758937.html,(5.6万+),(200+),(200+),98%
米家小米米家610L对开门大容量家用冰箱双开门 一级能效风冷无霜墨羽岩面板银离子除菌 BCD-610WMSA,2499,10万+,自营,https://item.jd.com/100022659765.html,(5.6万+),(200+),(200+),98%
米家小米米家冰箱十字对开门520L墨羽岩 大容量 一级能效 BCD-520WMSA [热销],2799,,自营,https://item.jd.com/100050304611.html,(100+),-1,-1,98%
拍拍【99新】Midea/美的 BC-45M 单门冷藏家用节能租房宿舍办公冰箱母婴美妆/单位冷藏,499,,,https://item.jd.com/10045550975606.html,(100+),-1,-1,98%
拍拍【99新】Midea/美的 BCD-470WSGPZM十字对开四门风冷无霜19分钟极速净味电 BCD-470WSGPZM 摩卡棕-天境,3699,,,https://item.jd.com/10039474820758.html,(100+),-1,-1,98%
拍拍【99新】TCL 315升风冷无霜双变频法式多门对开门超薄电冰箱 一级能效R315V5-D兰迪紫 316升R316T11-DP（ 陨石灰）,1979,200+,满499-50,https://item.jd.com/10053647406955.html,(3.6万+),(400+),(400+),97%
拍拍【99新】TCL 646升双开门双门对开门变频风冷无霜家用电冰箱一级能效保鲜 BCD-646WPJD 646升 . 星玄青,10,68,满499-50,https://item.jd.com/10062921582039.html,(40+),-1,-1,86%
拍拍【99新】TCL 冰箱家用 316升风冷无霜变频法式多门对开门超薄R316T11-DP（ 陨石灰） R316T11-DP（ 陨石灰）,1958,,满499-50,https://item.jd.com/10055876289798.html,(100+),-1,-1,98%
拍拍【99新】旗舰店Midea/美的BCD-213TM(E)节能静音家用三开门冰箱租房用小型电 213TM(E)直冷有霜(99新),1099,1000+,,https://item.jd.com/10024795615394.html,(1.1万+),0,0,99%
拍拍【99新】容声 175升双门冰箱经济实用节能静音家用小型两门电冰箱BCD-175D16D 星砂金外观,950,,,https://item.jd.com/10024580960047.html,(100+),-1,-1,98%
拍拍【99新】容声 529升对开门冰箱矢量双变频风冷无霜大容量家用双开门电冰箱BCD-529WD11HP 特价发货前拍照,1629,6,券999-50,https://item.jd.com/10067103679188.html,(12万+),(200+),(200+),99%
拍拍【9新】容声 558升T型对开门三门冰箱智能变频风冷无霜家用多门电冰箱BCD-559WKS1HPGA BCD-536WD18HP发货前拍照,1799,63,"免邮,券999-50",https://item.jd.com/10047179441468.html,(100+),-1,-1,98%
拍拍【官翻机】Midea/美的 BCD-543WKGPZM 双开对开门变频无霜 极速净味一级节能电,3299,,,https://item.jd.com/10026769776087.html,(100+),-1,-1,98%
拍拍【官翻机】美的 556升对开门冰箱 一级能效 变频风冷无霜 大容量冰箱BCD-556WKPM(Q),2799,,,https://item.jd.com/10035405844253.html,(100+),-1,-1,98%
拍拍【官翻机】美的冰箱345升L风冷无霜 两门双门 净味除菌 温湿精控 一级变频 雷达感温 小体积大容量 BCD-345WGPZM 凌波金,2599,48,,https://item.jd.com/10020685585558.html,(10+),-1,-1,92%
拍拍【上门服务】 申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷藏租房宿舍办公室 申花【性价比优选】-58A118银（一级能效）,316,5000+,,https://item.jd.com/10035150160466.html,(23万+),(500+),(500+),99%
拍拍【上门服务】【破损包赔】申花小冰箱小型家用尾货机电冰箱迷你两门三门节能双开门冷冻冷藏宿舍办公 【性价比优选】-58A118银（一级能效）,316,2000+,,https://item.jd.com/10033082127275.html,(800+),-3,-3,99%
拍拍【上门服务】【破损包赔】申花小冰箱小型家用尾货机迷你两门三门节能双开门冷冻冷藏宿舍办公电 【三门软冻层】-78A152银（一级能效）,668,2000+,,https://item.jd.com/10033110504442.html,(400+),-3,-3,98%
拍拍【上门服务】【破损包赔】申花小冰箱小型家用尾货机迷你两门三门节能双开门冷冻冷藏宿舍办公电 【性价比优选】-58A118银（一级能效）申花,316,2000+,,https://item.jd.com/10033082149986.html,(40+),-1,-1,86%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【大容量新升级】-185升（三级能效）小,999,5万+,,https://item.jd.com/10033129009884.html,-8,0,0,100%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【低噪节能】-50升（一级能效） 海尔,799,5万+,,https://item.jd.com/10033129009881.html,(1400+),(20+),(20+),95%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【低噪节能】-50升（一级能效） 海尔,799,5万+,,https://item.jd.com/10033129009881.html,(800+),-3,-3,99%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【多人旗舰款】-108升（一级能效）银,748,5万+,,https://item.jd.com/10033096582125.html,(28万+),(1300+),(1300+),98%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【多人旗舰款】-92升（一级能效）银 申,718,5万+,券300-10,https://item.jd.com/10033096582124.html,(100+),0,0,98%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【容量加大款】-76升（一级能效）银 申,498,5万+,,https://item.jd.com/10033096582121.html,(2200+),-5,-5,99%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【容量升级款】-68升（一级能效）金 申,386,5万+,券300-10,https://item.jd.com/10033096582118.html,(800+),(10+),(10+),95%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【容量升级款】-68升（一级能效）银 申,376,5万+,券300-10,https://item.jd.com/10033096582117.html,(1.4万+),(50+),(50+),98%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【性价比优选】-58升（一级能效）金 申,316,5万+,,https://item.jd.com/10033096582116.html,(2200+),-5,-5,99%
拍拍【上门服务】申花电冰箱小型迷你家用两门三门节能双开门尾货机冷冻冷海尔容声美的小米藏租房宿舍办公室 【性价比优选】-58升（一级能效）银 申,316,5万+,,https://item.jd.com/10033082065480.html,(500+),-1,-1,99%
拍拍【上门服务】志高CHIGO冰箱 小型家用小冰箱迷你尾货机冷藏冷冻双门租房宿舍双开门三门电节能 136A206银【三门节能款】【免费升一级能效】,888,,,https://item.jd.com/10035125322490.html,(100+),-1,-1,98%
拍拍【尾货机】Ronsleda家用小冷柜小冰箱小型立式大容量商用迷你保鲜冷藏冷冻两用直冷冰柜 122标准款/30斤猪肉/4只鸡鸭/50瓶矿泉水5,498,,,https://item.jd.com/10050987483706.html,(100+),-1,-1,98%
拍拍【尾货机】奥克斯（AUX） 对双开门 四门冰箱纤薄风冷无霜家用大容量双循环节能省电低噪 BCD-125P160L 金色,878,12,,https://item.jd.com/10062507968838.html,(2300+),-3,-3,99%
拍拍【尾货机】奥克斯（AUX） 对双开门 四门冰箱纤薄风冷无霜家用大容量双循环节能省电低噪 BCD-128K172L 银色,888,12,,https://item.jd.com/10062507968840.html,(2600+),(10+),(10+),98%
拍拍【尾货机】奥克斯（AUX） 对双开门 四门冰箱纤薄风冷无霜家用大容量双循环节能省电低噪 BCD-98P148L 拉丝银,789,12,,https://item.jd.com/10062507968837.html,(1000+),(10+),(10+),95%
拍拍【尾货机】韩国现代（HYUNDAI）冰箱小型单门迷你小冰箱家用冷藏微冷冻便携宿舍不占地 56升/100厘米高/精致三门【特价冲量】,598,500+,赠,https://item.jd.com/10027157676921.html,(500+),(20+),(20+),94%
拍拍【尾货机】夏新（Amoi）冰箱 迷你小冰箱双门 家用宿舍出租屋 冷藏冷冻保鲜小型电 节能高效 一级能效/43L银,318,200+,,https://item.jd.com/10053444369427.html,(2万+),(20+),(20+),99%
拍拍【尾货机】夏新（Amoi）冰箱 迷你小冰箱双门 家用宿舍出租屋 冷藏冷冻保鲜小型电 节能高效 一级能效/68L银,378,200+,京东物流,https://item.jd.com/10053444369435.html,(3400+),-1,-1,99%
拍拍【尾货机】夏新（Amoi）冰箱 迷你小冰箱双门 家用宿舍出租屋 冷藏冷冻保鲜小型电 节能高效 一级能效/78L金,458,200+,京东物流,https://item.jd.com/10053444369438.html,(10+),0,0,100%
拍拍【尾货机】夏新（Amoi）迷你小冰箱双门 冷藏冷冻小型家用租房宿舍电冰箱 节能省电低噪 一级能效/68L银,378,2000+,京东物流,https://item.jd.com/10044861312445.html,(23万+),(1100+),(1100+),98%
拍拍【尾货机】夏新（Amoi）迷你小冰箱双门 冷藏冷冻小型家用租房宿舍电冰箱 节能省电低噪 一级能效/78L金,458,,京东物流,https://item.jd.com/10044636309542.html,(100+),-1,-1,98%
拍拍【尾货机】夏新（Amoi）迷你小冰箱双门 冷藏冷冻小型家用租房宿舍电冰箱 节能省电低噪 一级能效/78L银,448,2000+,"京东物流,券99-5",https://item.jd.com/10044636309541.html,(100+),-1,-1,98%
拍拍【尾货机】夏新（Amoi）迷你小冰箱双门 冷藏冷冻小型家用租房宿舍电冰箱 节能省电低噪 一级能效/78L银,448,,京东物流,https://item.jd.com/10044636309541.html,(100+),-1,-1,98%
拍拍【尾货机】志高（CHIGO）【送货上门】冰箱 家用双门小冰箱冷藏冷冻电冰箱 立体制冷 58F138L双门【三天一度电】银色,478,1万+,"券598-20,赠",https://item.jd.com/10029109739356.html,(1800+),-2,-2,99%
拍拍【一级能效】【节能省电】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 拉丝银【3天约1度电】三门78A152,648,200+,,https://item.jd.com/10034970046995.html,-8,0,0,100%
拍拍【一级能效】【节能省电】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 拉丝银【3天约1度电】三门78A152,648,200+,券300-10,https://item.jd.com/10034970046995.html,(800+),-1,-1,99%
拍拍【一级能效】【破损包赔】申花冰箱双门家用小型电冰箱出租房宿舍尾货机办公室节能省电冷藏冷冻大容量 拉丝银【3天约1度电】双门92A162,698,200+,,https://item.jd.com/10034455260037.html,(400+),-3,-3,98%
拍拍【一级能效】【破损包赔】申花冰箱双门家用小型电冰箱出租房宿舍尾货机办公室节能省电冷藏冷冻大容量 拉丝银【3天约1度电】双门98A168,738,200+,,https://item.jd.com/10034455260038.html,(1700+),-7,-7,98%
拍拍【一级能效】【破损包赔】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 【买家选择最多】-58A118银（加厚）一级能效,348,,,https://item.jd.com/10034453682925.html,(100+),-1,-1,98%
拍拍【一级能效】【破损包赔】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 【性价比优选】-58A118银（一级能效）,316,500+,,https://item.jd.com/10034453682937.html,(2400+),(30+),(30+),97%
拍拍【一级能效】【上门服务】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 【性价比优选】-58A118金（一级能效）,316,,,https://item.jd.com/10034957745635.html,(100+),-1,-1,98%
拍拍【一级能效】【上门服务】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 【性价比优选】-58A118银（一级能效）,316,2000+,,https://item.jd.com/10034957745634.html,(100+),0,0,98%
拍拍【一级能效】【上门服务】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 拉丝银【3天约1度电】两门82A150,598,2000+,,https://item.jd.com/10034957745644.html,(5.6万+),(200+),(200+),98%
拍拍【一级能效】【上门服务】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 时尚金【3天约1度电】三门78A152,668,2000+,,https://item.jd.com/10034957745643.html,(1400+),(20+),(20+),95%
拍拍【一级能效】【上门服务】申花小冰箱小型家用宿舍尾货机办公室节能迷你冷藏冷冻电 时尚金【3天约1度电】三门78A152,668,2000+,,https://item.jd.com/10034957745643.html,(800+),-3,-3,99%
拍拍创维 家用三门式冰箱 匀冷微霜纤薄省电轻声大冷冻电冰箱BCD-233T 233升(型号BCD-233T),1299,,,https://item.jd.com/10066045589213.html,(100+),-1,-1,98%
拍拍二手双门冰箱150--200升容量标准家用冰箱多品牌可选 海尔150-200升容量,629,36,,https://item.jd.com/10058705529334.html,(50+),-1,-1,96%
拍拍二手双门冰箱150--200升容量标准家用冰箱多品牌可选 美的150-200升容量,629,36,,https://item.jd.com/10059369894060.html,(900+),0,0,99%
拍拍二手双门冰箱200-250升大双门冰箱多品牌可选 海尔200-250升双门冰箱,729,10,,https://item.jd.com/10059039553613.html,(900+),(10+),(10+),97%
拍拍二手双门二手冰箱150-200升标准容量家用多的同城送货安装详询客服 150-200升可供3-5人家庭使用,629,200+,免邮,https://item.jd.com/10024424299483.html,(4300+),(20+),(20+),98%
拍拍二手双门二手冰箱150-200升标准容量家用多的同城送货安装详询客服 150-200升可供3-5人家庭使用,629,200+,,https://item.jd.com/10024424299483.html,(2200+),-6,-6,99%
拍拍海尔(Haier)小型双门/多门冰箱家用超薄风冷无霜/节能直冷 家用宿舍租房节能省电 智能尾货机 【租房神器 118升双门】,1899,1000+,满1799-1100,https://item.jd.com/70891615326.html,(1200+),-8,-8,99%
拍拍海尔BCD-523WGHSSEDGH对开门冰箱523L双开门家用变频风冷无霜大容量 BCD-523WGHSSEDGH,3299,,,https://item.jd.com/10061932289264.html,(100+),-1,-1,98%
拍拍华凌BCD-549WKPZH 549升冰箱双门对开门风冷无霜大容量 变频一级能效白色/深蓝色官翻机 白色,2299,4,券999-10,https://item.jd.com/10059299664684.html,(100+),0,0,100%
拍拍美的（Midea）217升三门冰箱 风冷无霜 家用节能BCD-217WTGPM变频 官翻机 BCD-217WTMA无霜金属面板,1699,,,https://item.jd.com/10055411421763.html,(100+),-1,-1,98%
拍拍美的出品BCD-213TH华凌冰箱小型三门式节能冷藏冷冻三开门租房用电冰箱 尾货机,1119,,"免邮,赠",https://item.jd.com/10023308204435.html,(100+),-1,-1,98%
拍拍荣事达(Royalstar)小型电冰箱双门家用宿舍尾货机寝室冷藏冷冻小冰箱迷你节能保鲜双门 BCD-108A136【三室三温】银色,598,200+,券300-10,https://item.jd.com/10033082030817.html,(1.9万+),(100+),(100+),98%
拍拍荣事达(Royalstar)小型电冰箱双门家用宿舍尾货机寝室冷藏冷冻小冰箱迷你节能保鲜双门 BCD-118A158【三室三温】银色,668,200+,,https://item.jd.com/10033082030816.html,(100+),0,0,98%
拍拍荣事达(Royalstar)小型电冰箱双门家用宿舍尾货机寝室冷藏冷冻小冰箱迷你节能保鲜双门 BCD-118A158【三室三温】银色,668,200+,券300-10,https://item.jd.com/10033082030816.html,(100+),-1,-1,98%
拍拍荣事达(Royalstar)小型电冰箱双门家用宿舍尾货机寝室冷藏冷冻小冰箱迷你节能保鲜双门 BCD-58L9RSZ【二天不到一度电】银色,398,200+,,https://item.jd.com/10033082030818.html,(1.7万+),(100+),(100+),98%
拍拍三门冰箱250升以下三开门质保 江浙沪包邮二手家电二手冰箱详询客服 250升以下三开门,759,52,,https://item.jd.com/10029410993961.html,(1.8万+),(200+),(200+),96%
拍拍小冰箱家用小型宿舍出租房冷冻冷藏迷你双开门电冰箱一级节能省电 单门冷藏60银色,291,0,,https://item.jd.com/10064984830876.html,(7.5万+),(800+),(800+),96%
拍拍小型双门冰箱二手家用冰箱家电 小型120升以下二手冰箱质保多品牌 100-150升单身公寓mini,459,100+,,https://item.jd.com/10024116333912.html,(10+),0,0,100%
拍拍小型双门冰箱二手家用冰箱家电 小型120升以下二手冰箱质保多品牌 美菱120升以下mini,459,11,,https://item.jd.com/10059039775535.html,(100+),-2,-2,94%
拍拍小型双门冰箱二手家用冰箱家电 小型120升以下二手冰箱质保多品牌 美菱120升以下mini,459,11,免邮,https://item.jd.com/10059039775535.html,0,0,0,100%
拍拍小型双门冰箱二手家用冰箱家电 小型120升以下二手冰箱质保多品牌 容声120升以下mini,459,11,,https://item.jd.com/10059039775537.html,(5.3万+),(400+),(400+),98%
拍拍新飞（Frestec）电冰箱家用宿舍尾货机寝室冷藏冷冻冰箱节能保鲜冰箱大容量 58A118 双门金【免费升级一级能效】,418,1000+,,https://item.jd.com/10033082014020.html,(2.9万+),(50+),(50+),99%
拍拍新飞（Frestec）电冰箱家用宿舍尾货机寝室冷藏冷冻冰箱节能保鲜冰箱大容量 58A118 双门银【免费升级一级能效】,398,1000+,,https://item.jd.com/10033082014019.html,(3900+),(100+),(100+),91%
拍拍一线品牌三门200-250升冰箱租房家用二手冰箱冷冻冷藏软冻多品牌可选 三门200-250升5-7人使用,759,100+,,https://item.jd.com/10024116716868.html,(500+),-6,-6,98%
千钰6--22L银色玻璃面板 车载冰箱 单门式制冷 家用宿舍迷你小冰箱 半导体冷热箱 PD-8 容量6L（车家两用）,169,5000+,自营,https://item.jd.com/100007924514.html,(1100+),(60+),(60+),91%
日本 山水（SANSUI） 428升 多门冰箱十字对开门双开门电冰箱超薄纤薄机身 360°循环制冷 BCD-428BV4 钛雅金 【一级能效】,1899,2000+,"免邮,券199-20,满1899-10,赠",https://item.jd.com/10051350562926.html,(800+),(10+),(10+),95%
日本 山水（SANSUI） 428升 多门冰箱十字对开门双开门电冰箱超薄纤薄机身 360°循环制冷 BCD-428BV4 星空灰 【一级能效】,1999,2000+,"免邮,券1999-100,满1899-10,赠",https://item.jd.com/10042136183687.html,(800+),(10+),(10+),95%
日本山水（SANSUI） 428升十字对开门四门冰箱 超薄纤薄机身 360°循环制冷 一级能效 BCD-428BV4 星空灰,1899,1000+,"免邮,券1000-10,满1899-10,赠",https://item.jd.com/10042140143364.html,(200+),-2,-2,97%
日立 HITACHI 日本原装进口真空保鲜自动制冰玻璃面板电冰箱R-ZXC750KC第三代旗舰机,46500,100+,"自营,厂商配送",https://item.jd.com/100009250145.html,(60+),0,0,98%
日立（HITACHI）520升日本原装进口自动制冰双循环制冷风冷无霜大容量冰箱R-HSF54NC浅白色,16499,,自营,https://item.jd.com/100021102125.html,(100+),-1,-1,98%
日立（HITACHI）615L真空保鲜日本原装进口自动制冰水晶玻璃高端电冰箱R-WX650KC水晶白色,26499,500+,自营,https://item.jd.com/100016297840.html,(200+),-2,-2,98%
日普（RIPU） 日普（RIPU）三门冰箱家用宿舍租房办公室用节能三开门小冰箱一级能效大容量 BCD-182C238D 金色,908,2000+,"自营,秒杀",https://item.jd.com/100036151743.html,(1900+),-1,-1,99%
日普（RIPU） 双门小冰箱 小型迷你家用宿舍电冰箱冷藏冷冻节能 BCD-76A148D银色,468,200+,"自营,秒杀",https://item.jd.com/100036057931.html,(100+),-2,-2,94%
日普（RIPU）三门冰箱家用宿舍租房办公室用节能三开门小冰箱一级能效大容量 BCD-136A206D 金色,768,2000+,"自营,秒杀",https://item.jd.com/100036151719.html,(1900+),-1,-1,99%
日普（RIPU）三门冰箱家用宿舍租房办公室用节能三开门小冰箱一级能效大容量 BCD-136A206D银色,748,2000+,"自营,秒杀",https://item.jd.com/100036151713.html,(1900+),-1,-1,99%
日普（RIPU）三门冰箱家用宿舍租房办公室用节能三开门小冰箱一级能效大容量 BCD-136A206D银色,748,2000+,秒杀,https://item.jd.com/100036151713.html,(1900+),-1,-1,99%
日普（RIPU）三门冰箱家用宿舍租房办公室用节能三开门小冰箱一级能效大容量 BCD-57A138D 银,488,2000+,"自营,秒杀",https://item.jd.com/100036151745.html,(1900+),-1,-1,99%
日普（RIPU）三门冰箱家用宿舍租房办公室用节能三开门小冰箱一级能效大容量 BCD-78A152D 金色,608,2000+,"自营,秒杀",https://item.jd.com/100036151739.html,(1900+),-1,-1,99%
日普（RIPU）三门冰箱家用宿舍租房办公室用节能三开门小冰箱一级能效大容量 BCD-78A152D 银,588,2000+,"自营,秒杀",https://item.jd.com/100036151715.html,(1900+),-1,-1,99%
荣事达（Royalstar）【送货上门】迷你冰箱小 小型双门电冰箱家用宿舍冷冻冷藏节能 102A166【一级能效，三天一度电】银,668,50万+,"每满658-20,赠",https://item.jd.com/10035396370788.html,(8万+),(1300+),(1300+),95%
荣事达（Royalstar）【送货上门】迷你冰箱小 小型双门电冰箱家用宿舍冷冻冷藏节能 53A136【一级能效，三天一度电】银,458,50万+,"京东物流,赠",https://item.jd.com/10023861180844.html,(8万+),(1300+),(1300+),95%
荣事达（Royalstar）【送货上门】迷你冰箱小 小型双门电冰箱家用宿舍冷冻冷藏节能 58L9RSZ【二天一度电】【95%地区隔日达】银,368,50万+,"秒杀,券378-40,赠",https://item.jd.com/10020142076072.html,(8万+),(1300+),(1300+),95%
荣事达（Royalstar）【送货上门】迷你冰箱小 小型双门电冰箱家用宿舍冷冻冷藏节能 66A146【一级能效，三天一度电】银,468,50万+,"京东物流,秒杀,每满478-10,赠",https://item.jd.com/10066671103891.html,(8万+),(1300+),(1300+),95%
荣事达（Royalstar）【送货上门】迷你冰箱小 小型双门电冰箱家用宿舍冷冻冷藏节能 76A156【一级能效，三天一度电】银,548,50万+,"每满538-10,赠",https://item.jd.com/10020152783889.html,(8万+),(1300+),(1300+),95%
荣事达（Royalstar）【送货上门】迷你小型冰箱 微霜双门租房宿舍冷藏冷冻节能低音 102A166【三天一度电】一级能效,650,2万+,"秒杀,每满660-10",https://item.jd.com/10066678764836.html,(6400+),(90+),(90+),96%
荣事达（Royalstar）【送货上门】迷你小型冰箱 微霜双门租房宿舍冷藏冷冻节能低音 58L9RS 【两天一度电】90%地区隔日达,378,2万+,京东物流,https://item.jd.com/10021565367164.html,(6400+),(90+),(90+),96%
荣事达（Royalstar）【送货上门】迷你小型冰箱 微霜双门租房宿舍冷藏冷冻节能低音 66A146【三天一度电】一级能效,480,,"京东物流,每满580-10",https://item.jd.com/10066678764834.html,(100+),-1,-1,98%
荣事达（Royalstar）132升双门小型冰箱家用两开门电冰箱一级节能宿舍租房大容量 BCD-58L9RSZ（太空银）,348,17,,https://item.jd.com/10067118128564.html,-1,0,0,100%
荣事达（Royalstar）180电小冰箱双开门中小型冷藏冷冻家用租房宿舍节能省电 132L-9RSZ 租房优选,698,2万+,"秒杀,每满708-10",https://item.jd.com/10030822133272.html,(7300+),(100+),(100+),95%
荣事达（Royalstar）208L家用大容量三门冰箱 节能低噪租房中门软冷冻超薄微霜低音保鲜 102A166 三天一度电【一级能效】,668,2000+,"秒杀,免邮,券300-10,每满678-10",https://item.jd.com/10067146393074.html,(700+),(10+),(10+),95%
荣事达（Royalstar）208L家用大容量三门冰箱 节能低噪租房中门软冷冻超薄微霜低音保鲜 132L 租房推荐【冷藏冷冻】,728,2000+,"秒杀,免邮,每满738-10",https://item.jd.com/10067146393075.html,(100+),-1,-1,98%
荣事达（Royalstar）208L家用大容量三门冰箱 节能低噪租房中门软冷冻超薄微霜低音保鲜 192L 家用容量【三室三温】,898,2000+,"秒杀,免邮,满908-10",https://item.jd.com/10063859269199.html,(700+),(10+),(10+),95%
荣事达（Royalstar）208L家用大容量三门冰箱 节能低噪租房中门软冷冻超薄微霜低音保鲜 208L 家用大容量【三室三温】店长推荐,948,2000+,"免邮,每满948-10",https://item.jd.com/10021567381958.html,(700+),(10+),(10+),95%
荣事达（Royalstar）301L家用四门大容量法式冰箱分类存储冷冻冷藏节能低音省电大 301L 法式多门【直冷微霜】,1508,500+,满1508-10,https://item.jd.com/10034504652618.html,(100+),-2,-2,98%
荣事达（Royalstar）301升法式四门多门双开门对开风冷无霜冰箱大容量超薄省电家用电 301升 金色【法式四门】,1498,500+,"秒杀,免邮,每满1508-10",https://item.jd.com/10020886096052.html,(200+),-4,-4,94%
荣事达（Royalstar）501升对开门无霜风冷大容量电脑控温多门十字门家用超薄节能保鲜低音 360L 十字开门钛金灰【无霜风冷 节能保鲜】,1909,100+,每满1909-10,https://item.jd.com/10066407484735.html,(50+),0,0,98%
荣事达（Royalstar）501升对开双开门风冷无霜大容量家用冰箱超薄嵌入式节能 360L【十字对开，风冷无霜】,1899,10,赠,https://item.jd.com/10066664866306.html,-1,0,0,100%
荣事达（Royalstar）家用大容量冰箱节能低噪风冷无霜租房中门软冷冻超薄微霜低音保鲜冷冻 160升双门银色 直冷微霜,758,1,赠,https://item.jd.com/10067205363867.html,0,0,0,100%
荣事达（Royalstar）家用大容量冰箱节能低噪风冷无霜租房中门软冷冻超薄微霜低音保鲜冷冻 180升双门银色 直冷微霜,798,1,赠,https://item.jd.com/10067205363869.html,0,0,0,100%
